date,country,country_name,area,region,values.Retail & recreation,values.Grocery & pharmacy,values.Parks,values.Transit stations,values.Workplace,values.Residential
2020-03-29,US,United States,North Carolina,Watauga County,-55%,-38%,+56%,n/a,-49%,+17%
2020-03-29,US,United States,North Carolina,Wayne County,-30%,-5%,+22%,-30%,-24%,+7%
2020-03-29,US,United States,North Carolina,Wilkes County,-26%,+3%,-49%,n/a,-25%,+10%
2020-03-29,US,United States,North Carolina,Wilson County,-27%,-7%,-11%,n/a,-26%,+7%
2020-03-29,US,United States,North Carolina,Yadkin County,-47%,-7%,n/a,n/a,-31%,+11%
2020-03-29,US,United States,North Carolina,Yancey County,-31%,-7%,n/a,n/a,-31%,n/a
2020-03-29,CZ,Czech Republic,n/a,Central Bohemian Region,-67%,-20%,+9%,-37%,-29%,+11%
2020-03-29,CZ,Czech Republic,n/a,Hradec Králové Region,-78%,-30%,-33%,-69%,-32%,+11%
2020-03-29,CZ,Czech Republic,n/a,Karlovy Vary Region,-75%,-38%,-53%,-70%,-36%,+10%
2020-03-29,CZ,Czech Republic,n/a,Liberec Region,-75%,-24%,-45%,-66%,-36%,+10%
2020-03-29,CZ,Czech Republic,n/a,Moravian-Silesian Region,-72%,-21%,-14%,-63%,-27%,+10%
2020-03-29,CZ,Czech Republic,n/a,Olomouc Region,-72%,-27%,-15%,-74%,-27%,+10%
2020-03-29,CZ,Czech Republic,n/a,Pardubice Region,-74%,-27%,-1%,-73%,-28%,+10%
2020-03-29,CZ,Czech Republic,n/a,Plzeň Region,-74%,-29%,-8%,-55%,-30%,+10%
2020-03-29,CZ,Czech Republic,n/a,Prague,-77%,-30%,-58%,-71%,-38%,+15%
2020-03-29,CZ,Czech Republic,n/a,South Bohemian Region,-72%,-27%,-17%,-60%,-29%,+9%
2020-03-29,CZ,Czech Republic,n/a,South Moravian Region,-70%,-24%,+5%,-50%,-28%,+11%
2020-03-29,CZ,Czech Republic,n/a,Vysocina Region,-74%,-21%,+27%,-55%,-28%,+10%
2020-03-29,CZ,Czech Republic,n/a,Zlin Region,-71%,-25%,+1%,-65%,-29%,+9%
2020-03-29,CZ,Czech Republic,n/a,Ústí nad Labem Region,-71%,-25%,-28%,-56%,-26%,+9%
2020-03-29,US,United States,Arkansas,Arkansas County,-22%,-7%,n/a,n/a,-11%,n/a
2020-03-29,US,United States,Arkansas,Ashley County,-24%,-4%,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Arkansas,Baxter County,-30%,-2%,n/a,n/a,-26%,+11%
2020-03-29,US,United States,Arkansas,Benton County,-36%,-16%,+56%,-65%,-34%,+9%
2020-03-29,US,United States,Arkansas,Boone County,-25%,-17%,n/a,n/a,-32%,+14%
2020-03-29,US,United States,Arkansas,Bradley County,-28%,-17%,n/a,n/a,-37%,n/a
2020-03-29,US,United States,Arkansas,Carroll County,-27%,+14%,n/a,n/a,-27%,-1%
2020-03-29,US,United States,Arkansas,Chicot County,-19%,+6%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Arkansas,Clark County,-33%,+2%,n/a,-23%,-22%,n/a
2020-03-29,US,United States,Arkansas,Clay County,-7%,-2%,n/a,n/a,-21%,n/a
2020-03-29,US,United States,Arkansas,Cleburne County,-16%,+0%,n/a,n/a,-37%,n/a
2020-03-29,US,United States,Arkansas,Cleveland County,n/a,n/a,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Arkansas,Columbia County,-18%,-20%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Arkansas,Conway County,+2%,+4%,n/a,-2%,-25%,n/a
2020-03-29,US,United States,Arkansas,Craighead County,-32%,-3%,-59%,-5%,-24%,+4%
2020-03-29,US,United States,Arkansas,Crawford County,-16%,-1%,n/a,-11%,-21%,+14%
2020-03-29,US,United States,Arkansas,Crittenden County,-15%,-11%,n/a,-17%,-26%,+15%
2020-03-29,US,United States,Arkansas,Cross County,-49%,+90%,n/a,n/a,-7%,n/a
2020-03-29,US,United States,Arkansas,Dallas County,-17%,n/a,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Arkansas,Desha County,-8%,+0%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Arkansas,Drew County,-27%,-10%,n/a,n/a,-16%,n/a
2020-03-29,US,United States,Arkansas,Faulkner County,-32%,-15%,-21%,n/a,-31%,+8%
2020-03-29,US,United States,Arkansas,Franklin County,-8%,+12%,n/a,+8%,-16%,n/a
2020-03-29,US,United States,Arkansas,Fulton County,n/a,n/a,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Arkansas,Garland County,-32%,-12%,+17%,n/a,-32%,+7%
2020-03-29,US,United States,Arkansas,Grant County,-10%,-17%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Arkansas,Greene County,-18%,-4%,n/a,n/a,-20%,+12%
2020-03-29,US,United States,Arkansas,Hempstead County,-19%,-13%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Arkansas,Hot Spring County,+5%,+9%,n/a,-28%,-24%,+10%
2020-03-29,US,United States,Arkansas,Howard County,-8%,-7%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Arkansas,Independence County,-27%,+9%,n/a,n/a,-24%,+13%
2020-03-29,US,United States,Arkansas,Izard County,-24%,-15%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Arkansas,Jackson County,-10%,-12%,n/a,n/a,-14%,n/a
2020-03-29,US,United States,Arkansas,Jefferson County,-30%,+4%,n/a,-14%,-26%,+11%
2020-03-29,US,United States,Arkansas,Johnson County,-24%,+12%,-28%,n/a,-14%,-2%
2020-03-29,US,United States,Arkansas,Lawrence County,-19%,-6%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Arkansas,Lincoln County,-60%,-16%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Arkansas,Little River County,-7%,+5%,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Arkansas,Logan County,-5%,+13%,n/a,n/a,-18%,n/a
2020-03-29,US,United States,Arkansas,Lonoke County,-23%,-5%,n/a,n/a,-27%,+15%
2020-03-29,US,United States,Arkansas,Madison County,-10%,+17%,n/a,n/a,-11%,n/a
2020-03-29,US,United States,Arkansas,Marion County,+4%,+5%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Arkansas,Miller County,-33%,-10%,-35%,-24%,-32%,+12%
2020-03-29,US,United States,Arkansas,Mississippi County,-11%,-1%,n/a,-18%,-15%,+10%
2020-03-29,US,United States,Arkansas,Monroe County,-26%,-8%,n/a,n/a,-34%,n/a
2020-03-29,US,United States,Arkansas,Montgomery County,n/a,n/a,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Arkansas,Nevada County,-61%,n/a,n/a,-23%,-21%,n/a
2020-03-29,US,United States,Arkansas,Newton County,n/a,n/a,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Arkansas,Ouachita County,-9%,-21%,n/a,n/a,-16%,n/a
2020-03-29,US,United States,Arkansas,Perry County,n/a,n/a,n/a,n/a,-35%,n/a
2020-03-29,US,United States,Arkansas,Phillips County,-1%,-6%,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Arkansas,Pike County,-30%,+13%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Arkansas,Poinsett County,+2%,-5%,n/a,n/a,-15%,n/a
2020-03-29,US,United States,Arkansas,Polk County,-17%,+3%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Arkansas,Pope County,-32%,-9%,n/a,-11%,-22%,+12%
2020-03-29,US,United States,Arkansas,Prairie County,n/a,n/a,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Arkansas,Pulaski County,-35%,-9%,+73%,-38%,-30%,+9%
2020-03-29,US,United States,Arkansas,Randolph County,-22%,+12%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Arkansas,Saline County,-26%,-13%,-52%,-10%,-33%,+7%
2020-03-29,US,United States,Arkansas,Scott County,-39%,n/a,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Arkansas,Searcy County,n/a,n/a,n/a,n/a,-39%,n/a
2020-03-29,US,United States,Arkansas,Sebastian County,-36%,-11%,+45%,-41%,-27%,+7%
2020-03-29,US,United States,Arkansas,Sevier County,-24%,-11%,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Arkansas,Sharp County,-17%,-7%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Arkansas,St. Francis County,-16%,+10%,n/a,-22%,-25%,n/a
2020-03-29,US,United States,Arkansas,Stone County,-11%,-29%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Arkansas,Union County,-33%,-8%,n/a,n/a,-24%,+8%
2020-03-29,US,United States,Arkansas,Van Buren County,-20%,n/a,n/a,n/a,-39%,n/a
2020-03-29,US,United States,Arkansas,Washington County,-37%,-16%,+37%,-10%,-34%,+8%
2020-03-29,US,United States,Arkansas,White County,-27%,-12%,-19%,+4%,-21%,+9%
2020-03-29,US,United States,Arkansas,Yell County,-11%,+13%,+16%,n/a,-19%,n/a
2020-03-29,AU,Australia,n/a,Australian Capital Territory,-40%,-3%,+38%,-52%,-31%,+11%
2020-03-29,AU,Australia,n/a,New South Wales,-44%,-13%,-27%,-57%,-35%,+14%
2020-03-29,AU,Australia,n/a,Northern Territory,-35%,-13%,-20%,-55%,-23%,+12%
2020-03-29,AU,Australia,n/a,Queensland,-40%,-19%,-33%,-57%,-30%,+12%
2020-03-29,AU,Australia,n/a,South Australia,-43%,-15%,-33%,-55%,-28%,+12%
2020-03-29,AU,Australia,n/a,Tasmania,-50%,-30%,-70%,-62%,-28%,+13%
2020-03-29,AU,Australia,n/a,Victoria,-51%,-26%,-55%,-68%,-37%,+16%
2020-03-29,AU,Australia,n/a,Western Australia,-40%,-16%,-37%,-55%,-26%,+13%
2020-03-29,US,United States,Georgia,Appling County,-28%,-16%,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Georgia,Atkinson County,-29%,+12%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Georgia,Bacon County,-26%,-15%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Georgia,Baldwin County,-34%,-20%,n/a,n/a,-31%,+13%
2020-03-29,US,United States,Georgia,Banks County,-35%,n/a,n/a,n/a,-19%,n/a
2020-03-29,US,United States,Georgia,Barrow County,-35%,-12%,-37%,n/a,-34%,+11%
2020-03-29,US,United States,Georgia,Bartow County,-42%,-5%,+40%,-25%,-33%,+9%
2020-03-29,US,United States,Georgia,Ben Hill County,-28%,+9%,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Georgia,Berrien County,-28%,+5%,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Georgia,Bibb County,-43%,-16%,+36%,-27%,-32%,+10%
2020-03-29,US,United States,Georgia,Bleckley County,-31%,-8%,n/a,n/a,-37%,n/a
2020-03-29,US,United States,Georgia,Brantley County,-27%,-4%,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Georgia,Brooks County,-38%,-5%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Georgia,Bryan County,-45%,-19%,-9%,-29%,-36%,+18%
2020-03-29,US,United States,Georgia,Bulloch County,-41%,-12%,n/a,n/a,-35%,+9%
2020-03-29,US,United States,Georgia,Burke County,-24%,-7%,-23%,n/a,-14%,n/a
2020-03-29,US,United States,Georgia,Butts County,-30%,-6%,n/a,-13%,-31%,-1%
2020-03-29,US,United States,Georgia,Camden County,-35%,+3%,+7%,-29%,-30%,+16%
2020-03-29,US,United States,Georgia,Candler County,-57%,-20%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Georgia,Carroll County,-38%,-18%,+12%,-25%,-36%,+10%
2020-03-29,US,United States,Georgia,Catoosa County,-38%,-8%,+14%,n/a,-33%,+16%
2020-03-29,US,United States,Georgia,Charlton County,-31%,+7%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Georgia,Chatham County,-50%,-24%,-32%,-48%,-41%,+11%
2020-03-29,US,United States,Georgia,Chattahoochee County,-53%,-39%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Georgia,Chattooga County,-15%,-2%,n/a,n/a,-42%,n/a
2020-03-29,US,United States,Georgia,Cherokee County,-39%,-20%,+59%,n/a,-40%,+12%
2020-03-29,US,United States,Georgia,Clarke County,-51%,-24%,-21%,-30%,-41%,+12%
2020-03-29,US,United States,Georgia,Clayton County,-30%,-18%,+15%,-80%,-33%,+11%
2020-03-29,US,United States,Georgia,Clinch County,n/a,-2%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Georgia,Cobb County,-49%,-22%,-47%,-38%,-41%,+13%
2020-03-29,US,United States,Georgia,Coffee County,-41%,-8%,n/a,n/a,-23%,+11%
2020-03-29,US,United States,Georgia,Colquitt County,-31%,-6%,n/a,n/a,-25%,+13%
2020-03-29,US,United States,Georgia,Columbia County,-35%,-7%,-20%,-44%,-37%,+11%
2020-03-29,US,United States,Georgia,Cook County,-17%,+2%,n/a,-21%,-21%,n/a
2020-03-29,US,United States,Georgia,Coweta County,-46%,-16%,-56%,-15%,-35%,+11%
2020-03-29,US,United States,Georgia,Crawford County,n/a,n/a,n/a,n/a,-20%,n/a
2020-03-29,US,United States,Georgia,Crisp County,-28%,-22%,n/a,-10%,-35%,n/a
2020-03-29,US,United States,Georgia,Dade County,-49%,-9%,n/a,-16%,-23%,n/a
2020-03-29,US,United States,Georgia,Dawson County,-49%,-25%,+17%,n/a,-37%,+0%
2020-03-29,US,United States,Georgia,DeKalb County,-47%,-26%,-15%,-27%,-42%,+13%
2020-03-29,US,United States,Georgia,Decatur County,-24%,-10%,n/a,n/a,-19%,-3%
2020-03-29,US,United States,Georgia,Dodge County,-26%,-5%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Georgia,Dooly County,-59%,-25%,n/a,-28%,-21%,n/a
2020-03-29,US,United States,Georgia,Dougherty County,-51%,-24%,-37%,-30%,-34%,+11%
2020-03-29,US,United States,Georgia,Douglas County,-40%,-26%,-2%,-28%,-37%,+11%
2020-03-29,US,United States,Georgia,Early County,-73%,-23%,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Georgia,Effingham County,-28%,-7%,n/a,n/a,-33%,+16%
2020-03-29,US,United States,Georgia,Elbert County,-13%,+3%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Georgia,Emanuel County,-21%,+17%,n/a,n/a,-9%,n/a
2020-03-29,US,United States,Georgia,Evans County,-22%,+4%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Georgia,Fannin County,-45%,-21%,+38%,n/a,-38%,n/a
2020-03-29,US,United States,Georgia,Fayette County,-40%,-29%,+25%,n/a,-43%,+13%
2020-03-29,US,United States,Georgia,Floyd County,-36%,-8%,+28%,n/a,-28%,+9%
2020-03-29,US,United States,Georgia,Forsyth County,-45%,-32%,+3%,n/a,-42%,+13%
2020-03-29,US,United States,Georgia,Franklin County,-42%,-15%,-22%,-22%,-28%,n/a
2020-03-29,US,United States,Georgia,Fulton County,-54%,-26%,-44%,-47%,-43%,+13%
2020-03-29,US,United States,Georgia,Gilmer County,-45%,-31%,n/a,n/a,-33%,+2%
2020-03-29,US,United States,Georgia,Glynn County,-45%,-22%,-32%,-39%,-40%,+10%
2020-03-29,US,United States,Georgia,Gordon County,-30%,-8%,n/a,-20%,-33%,+15%
2020-03-29,US,United States,Georgia,Grady County,-35%,-6%,n/a,n/a,-35%,-1%
2020-03-29,US,United States,Georgia,Greene County,-17%,-13%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Georgia,Gwinnett County,-50%,-24%,-9%,-42%,-46%,+15%
2020-03-29,US,United States,Georgia,Habersham County,-35%,-10%,n/a,n/a,-27%,+13%
2020-03-29,US,United States,Georgia,Hall County,-39%,-19%,+51%,-20%,-34%,+10%
2020-03-29,US,United States,Georgia,Hancock County,n/a,+6%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Georgia,Haralson County,-27%,-6%,-29%,-22%,-33%,+8%
2020-03-29,US,United States,Georgia,Harris County,-4%,+9%,n/a,n/a,-41%,+13%
2020-03-29,US,United States,Georgia,Hart County,-18%,-6%,n/a,n/a,-17%,n/a
2020-03-29,US,United States,Georgia,Heard County,n/a,+2%,n/a,n/a,-31%,n/a
2020-03-29,US,United States,Georgia,Henry County,-42%,-13%,+22%,n/a,-41%,+12%
2020-03-29,US,United States,Georgia,Houston County,-39%,-15%,-6%,n/a,-36%,+10%
2020-03-29,US,United States,Georgia,Irwin County,n/a,-2%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Georgia,Jackson County,-61%,-38%,n/a,-22%,-30%,+16%
2020-03-29,US,United States,Georgia,Jasper County,-39%,-2%,n/a,n/a,-9%,n/a
2020-03-29,US,United States,Georgia,Jeff Davis County,-27%,-12%,n/a,n/a,-21%,n/a
2020-03-29,US,United States,Georgia,Jefferson County,-28%,-3%,n/a,n/a,-13%,n/a
2020-03-29,US,United States,Georgia,Jenkins County,-33%,+2%,n/a,n/a,-25%,n/a
2020-03-29,US,United States,Georgia,Johnson County,n/a,-9%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Georgia,Jones County,-25%,+4%,n/a,n/a,-38%,+8%
2020-03-29,US,United States,Georgia,Lamar County,-34%,-6%,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Georgia,Lanier County,-43%,-6%,n/a,n/a,-35%,n/a
2020-03-29,US,United States,Georgia,Laurens County,-42%,-15%,n/a,-27%,-31%,+14%
2020-03-29,US,United States,Georgia,Lee County,-45%,-21%,n/a,n/a,-28%,+11%
2020-03-29,US,United States,Georgia,Liberty County,-32%,-17%,-17%,-22%,-27%,+10%
2020-03-29,US,United States,Georgia,Lincoln County,n/a,n/a,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Georgia,Long County,n/a,n/a,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Georgia,Lowndes County,-45%,-17%,-13%,-21%,-29%,+8%
2020-03-29,US,United States,Georgia,Lumpkin County,-35%,+19%,n/a,n/a,-37%,+6%
2020-03-29,US,United States,Georgia,Macon County,-35%,-4%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Georgia,Madison County,-51%,-17%,n/a,n/a,-24%,+8%
2020-03-29,US,United States,Georgia,Marion County,n/a,+12%,n/a,n/a,-27%,n/a
2020-03-29,US,United States,Georgia,McDuffie County,-14%,+4%,n/a,-21%,-18%,n/a
2020-03-29,US,United States,Georgia,McIntosh County,-49%,+0%,n/a,n/a,-39%,n/a
2020-03-29,US,United States,Georgia,Meriwether County,-21%,-4%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Georgia,Miller County,-58%,n/a,n/a,n/a,-30%,n/a
2020-03-29,US,United States,Georgia,Mitchell County,-21%,-25%,n/a,n/a,-13%,n/a
2020-03-29,US,United States,Georgia,Monroe County,-39%,+3%,+11%,-35%,-32%,-2%
2020-03-29,US,United States,Georgia,Montgomery County,n/a,-7%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Georgia,Morgan County,-33%,-14%,n/a,-27%,-30%,n/a
2020-03-29,US,United States,Georgia,Murray County,-18%,+1%,n/a,n/a,-25%,+13%
2020-03-29,US,United States,Georgia,Muscogee County,-44%,-8%,+19%,-56%,-29%,+9%
2020-03-29,US,United States,Georgia,Newton County,-31%,-14%,-13%,n/a,-36%,+10%
2020-03-29,US,United States,Georgia,Oconee County,-46%,-7%,n/a,n/a,-37%,+0%
2020-03-29,US,United States,Georgia,Oglethorpe County,n/a,+0%,n/a,n/a,-41%,n/a
2020-03-29,US,United States,Georgia,Paulding County,-34%,-25%,-55%,n/a,-36%,+11%
2020-03-29,US,United States,Georgia,Peach County,-39%,-16%,n/a,-24%,-33%,+7%
2020-03-29,US,United States,Georgia,Pickens County,-27%,-16%,n/a,n/a,-30%,+9%
2020-03-29,US,United States,Georgia,Pierce County,-48%,-14%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Georgia,Pike County,-38%,+3%,n/a,n/a,-38%,n/a
2020-03-29,US,United States,Georgia,Polk County,-21%,-4%,n/a,n/a,-31%,+12%
2020-03-29,US,United States,Georgia,Pulaski County,-54%,-12%,n/a,n/a,-31%,n/a
2020-03-29,US,United States,Georgia,Putnam County,-3%,+2%,n/a,-59%,-28%,n/a
2020-03-29,US,United States,Georgia,Rabun County,-42%,-2%,+37%,n/a,-40%,n/a
2020-03-29,US,United States,Georgia,Randolph County,-64%,n/a,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Georgia,Richmond County,-40%,-5%,+26%,-51%,-31%,+8%
2020-03-29,US,United States,Georgia,Rockdale County,-43%,-11%,-18%,n/a,-39%,+12%
2020-03-29,US,United States,Georgia,Schley County,n/a,n/a,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Georgia,Screven County,-37%,+0%,n/a,n/a,-29%,n/a
2020-03-29,US,United States,Georgia,Seminole County,-7%,-18%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Georgia,Spalding County,-27%,-13%,n/a,n/a,-31%,+8%
2020-03-29,US,United States,Georgia,Stephens County,-24%,-9%,n/a,n/a,-27%,+1%
2020-03-29,US,United States,Georgia,Sumter County,-29%,-25%,n/a,n/a,-21%,+1%
2020-03-29,US,United States,Georgia,Talbot County,n/a,n/a,-9%,n/a,-29%,n/a
2020-03-29,US,United States,Georgia,Tattnall County,-32%,+3%,n/a,n/a,-23%,n/a
2020-03-29,US,United States,Georgia,Taylor County,n/a,+4%,n/a,n/a,-15%,n/a
2020-03-29,US,United States,Georgia,Telfair County,-55%,+0%,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Georgia,Terrell County,-27%,-17%,n/a,n/a,-33%,n/a
2020-03-29,US,United States,Georgia,Thomas County,-35%,-9%,n/a,n/a,-28%,+15%
2020-03-29,US,United States,Georgia,Tift County,-40%,-26%,n/a,-24%,-25%,+14%
2020-03-29,US,United States,Georgia,Toombs County,-31%,-12%,n/a,n/a,-23%,-2%
2020-03-29,US,United States,Georgia,Towns County,-38%,-3%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Georgia,Treutlen County,n/a,-4%,n/a,n/a,-26%,n/a
2020-03-29,US,United States,Georgia,Troup County,-36%,-10%,n/a,-28%,-27%,+10%
2020-03-29,US,United States,Georgia,Turner County,-61%,+23%,n/a,-22%,-23%,n/a
2020-03-29,US,United States,Georgia,Twiggs County,n/a,n/a,n/a,n/a,-36%,n/a
2020-03-29,US,United States,Georgia,Union County,-30%,+11%,+22%,n/a,-36%,n/a
2020-03-29,US,United States,Georgia,Upson County,-25%,-8%,n/a,n/a,-36%,-4%
2020-03-29,US,United States,Georgia,Walker County,-20%,+7%,-28%,n/a,-28%,+15%
2020-03-29,US,United States,Georgia,Walton County,-28%,+7%,n/a,n/a,-35%,+9%
2020-03-29,US,United States,Georgia,Ware County,-39%,-18%,n/a,n/a,-23%,+11%
2020-03-29,US,United States,Georgia,Warren County,n/a,n/a,n/a,n/a,-32%,n/a
2020-03-29,US,United States,Georgia,Washington County,-12%,-31%,n/a,n/a,-13%,n/a
2020-03-29,US,United States,Georgia,Wayne County,-30%,-8%,n/a,n/a,-33%,-2%
2020-03-29,US,United States,Georgia,White County,-43%,-2%,-16%,n/a,-29%,+9%
2020-03-29,US,United States,Georgia,Whitfield County,-34%,-7%,-45%,-23%,-25%,+9%
2020-03-29,US,United States,Georgia,Wilcox County,n/a,+13%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Georgia,Wilkes County,-31%,-14%,n/a,n/a,-22%,n/a
2020-03-29,US,United States,Georgia,Wilkinson County,n/a,+0%,n/a,n/a,-24%,n/a
2020-03-29,US,United States,Georgia,Worth County,-28%,-9%,n/a,n/a,-28%,n/a
2020-03-29,US,United States,Pennsylvania,Adams County,-58%,-29%,+0%,n/a,-41%,+16%
2020-03-29,US,United States,Pennsylvania,Allegheny County,-51%,-21%,+83%,-56%,-41%,+11%
2020-03-29,US,United States,Pennsylvania,Armstrong County,-27%,-17%,n/a,n/a,-26%,+18%
2020-03-29,US,United States,Pennsylvania,Beaver County,-42%,-20%,-59%,-44%,-37%,+10%
2020-03-29,US,United States,Pennsylvania,Bedford County,-41%,-9%,n/a,-77%,-26%,+17%
2020-03-29,US,United States,Pennsylvania,Berks County,-53%,-32%,-21%,-24%,-37%,+13%
2020-03-29,US,United States,Pennsylvania,Blair County,-50%,-16%,-36%,-25%,-31%,+9%
2020-03-29,US,United States,Pennsylvania,Bradford County,-37%,-14%,n/a,n/a,-19%,+17%
2020-03-29,US,United States,Pennsylvania,Bucks County,-52%,-36%,-8%,-51%,-40%,+14%
2020-03-29,US,United States,Pennsylvania,Butler County,-49%,-51%,-4%,-14%,-40%,+11%
2020-03-29,US,United States,Pennsylvania,Cambria County,-38%,-14%,n/a,n/a,-28%,+7%
2020-03-29,US,United States,Pennsylvania,Carbon County,-47%,-7%,-31%,n/a,-35%,+19%
2020-03-29,US,United States,Pennsylvania,Centre County,-71%,-45%,-24%,-44%,-54%,+16%
2020-03-29,US,United States,Pennsylvania,Chester County,-54%,-38%,-44%,-72%,-41%,+14%
2020-03-29,US,United States,Pennsylvania,Clarion County,-43%,-18%,n/a,n/a,-27%,+10%
2020-03-29,US,United States,Pennsylvania,Clearfield County,-33%,-18%,-34%,-21%,-23%,+13%
2020-03-29,US,United States,Pennsylvania,Clinton County,-34%,-12%,n/a,-29%,-20%,+18%
2020-03-29,US,United States,Pennsylvania,Columbia County,-44%,-20%,n/a,-26%,-28%,+20%
2020-03-29,US,United States,Pennsylvania,Crawford County,-33%,-7%,n/a,n/a,-31%,+18%
2020-03-29,US,United States,Pennsylvania,Cumberland County,-53%,-25%,-15%,-25%,-37%,+13%
2020-03-29,US,United States,Pennsylvania,Dauphin County,-55%,-32%,-18%,-57%,-35%,+12%
2020-03-29,US,United States,Pennsylvania,Delaware County,-50%,-28%,+13%,-43%,-40%,+14%
2020-03-29,US,United States,Pennsylvania,Elk County,-26%,-18%,n/a,n/a,-33%,+8%
2020-03-29,US,United States,Pennsylvania,Erie County,-45%,-13%,+127%,-30%,-32%,+9%
2020-03-29,US,United States,Pennsylvania,Fayette County,-35%,-7%,-34%,n/a,-31%,+8%
2020-03-29,US,United States,Pennsylvania,Franklin County,-41%,-19%,-40%,-21%,-30%,+10%
2020-03-29,US,United States,Pennsylvania,Fulton County,-59%,-27%,n/a,-70%,-33%,n/a
2020-03-29,US,United States,Pennsylvania,Greene County,-31%,-7%,n/a,n/a,-24%,+3%
2020-03-29,US,United States,Pennsylvania,Huntingdon County,-34%,-7%,n/a,n/a,-26%,+16%
2020-03-29,US,United States,Pennsylvania,Indiana County,-37%,-19%,n/a,n/a,-33%,+19%
2020-03-29,US,United States,Pennsylvania,Jefferson County,-32%,-7%,n/a,-14%,-20%,+17%
2020-03-29,US,United States,Pennsylvania,Juniata County,-70%,-31%,n/a,n/a,-40%,n/a
2020-03-29,US,United States,Pennsylvania,Lackawanna County,-56%,-28%,-9%,-45%,-34%,+12%
2020-03-29,US,United States,Pennsylvania,Lancaster County,-59%,-38%,-11%,-67%,-39%,+14%
2020-03-29,US,United States,Pennsylvania,Lawrence County,-28%,-16%,-50%,n/a,-29%,+18%
2020-03-29,US,United States,Pennsylvania,Lebanon County,-43%,-23%,-42%,-28%,-32%,+12%
2020-03-29,US,United States,Pennsylvania,Lehigh County,-58%,-32%,-28%,-49%,-37%,+13%
2020-03-29,US,United States,Pennsylvania,Luzerne County,-54%,-25%,-5%,-30%,-32%,+12%
2020-03-29,US,United States,Pennsylvania,Lycoming County,-49%,-21%,-44%,-44%,-32%,+10%
2020-03-29,US,United States,Pennsylvania,McKean County,-32%,-11%,n/a,n/a,-26%,+17%
2020-03-29,US,United States,Pennsylvania,Mercer County,-44%,-34%,n/a,n/a,-30%,+8%
